# NodeNum	NormalTime	MrTime
1	3548.212595671985	288.1003402827298
2	4139.607949128101	270.37427315161165
3	3703.7632214208757	289.5875976106806
4	NaN	NaN
5	3717.375577794801	349.25673382676905
6	4054.626240709844	205.80400045515705
7	4306.809871479123	220.19838639953304
8	3956.9938522023335	239.61801645900678
9	3494.5608903404145	205.54296923827064
10	3562.035969250965	223.8389820438455
